order_id,customer_id,order_date,order_status,payment_method
670,795,2024-02-19,Completed,Wallet
671,738,2024-01-25,Completed,Net Banking
672,761,2024-09-18,Cancelled,Wallet
673,538,2024-07-03,Completed,Wallet
674,463,2023-04-22,Completed,Credit Card
675,532,2023-09-09,Cancelled,Net Banking
676,572,2023-02-10,Completed,Wallet
677,51,2024-10-07,Completed,UPI
678,408,2024-03-26,Completed,UPI
679,171,2024-04-17,Completed,UPI
680,56,2024-09-19,Cancelled,Debit Card
681,662,2024-04-19,Completed,Credit Card
682,116,2024-05-27,Completed,Wallet
683,139,2024-07-13,Completed,Net Banking
684,462,2023-11-28,Completed,Debit Card
685,605,2024-04-09,Completed,Net Banking
686,257,2023-04-03,Completed,Debit Card
687,94,2023-05-07,Completed,Net Banking
688,372,2024-10-11,Completed,Wallet
689,745,2024-01-29,Cancelled,Wallet
690,388,2023-06-13,Cancelled,Net Banking
691,787,2023-02-14,Completed,UPI
692,676,2024-08-02,Completed,Debit Card
693,184,2023-05-29,Completed,Net Banking
694,317,2023-11-12,Completed,UPI
695,186,2024-10-03,Completed,Debit Card
696,4,2023-07-27,Cancelled,UPI
697,470,2023-01-13,Completed,Net Banking
698,6,2024-07-10,Cancelled,Net Banking
699,223,2023-09-01,Cancelled,Net Banking
700,420,2024-04-09,Completed,Credit Card
701,615,2024-09-07,Completed,Debit Card
702,285,2024-07-14,Cancelled,Wallet
703,51,2023-08-01,Completed,Debit Card
704,669,2023-02-26,Completed,Credit Card
705,34,2023-05-29,Cancelled,Wallet
706,340,2023-11-02,Completed,Credit Card
707,427,2023-04-22,Completed,Debit Card
708,292,2024-11-19,Cancelled,Wallet
709,576,2024-08-09,Completed,Net Banking
710,369,2024-08-15,Completed,Credit Card
711,331,2023-11-03,Completed,Net Banking
712,777,2023-03-11,Completed,Wallet
713,300,2023-03-08,Completed,Debit Card
714,712,2023-05-05,Completed,UPI
715,424,2024-06-23,Cancelled,Debit Card
716,627,2023-08-03,Completed,Credit Card
717,748,2024-08-08,Cancelled,Credit Card
718,742,2024-05-10,Cancelled,UPI
719,624,2024-03-13,Completed,UPI
720,589,2024-06-22,Cancelled,UPI
721,630,2023-05-13,Cancelled,Net Banking
722,747,2024-06-16,Completed,Net Banking
723,625,2023-07-04,Completed,UPI
724,2,2023-07-18,Completed,Credit Card
725,641,2024-04-21,Completed,Debit Card
726,425,2024-09-22,Completed,Credit Card
727,359,2023-12-08,Cancelled,Debit Card
728,656,2023-01-12,Completed,UPI
729,70,2023-09-18,Completed,UPI
730,564,2024-06-02,Completed,Credit Card
731,703,2023-04-27,Completed,UPI
732,742,2024-02-10,Cancelled,Wallet
733,180,2023-01-30,Completed,UPI
734,689,2023-12-13,Completed,Net Banking
735,662,2023-02-06,Completed,Net Banking
736,643,2023-06-09,Completed,Wallet
737,474,2023-12-10,Completed,Credit Card
738,307,2024-06-17,Cancelled,UPI
739,549,2024-07-22,Completed,Debit Card
740,702,2024-08-14,Completed,UPI
741,153,2023-03-09,Completed,Credit Card
742,385,2023-12-14,Cancelled,Debit Card
743,621,2024-08-07,Completed,Debit Card
744,120,2024-09-01,Completed,UPI
745,279,2023-02-02,Completed,Credit Card
746,244,2024-05-23,Completed,Net Banking
747,222,2023-11-06,Cancelled,UPI
748,115,2023-06-29,Completed,Credit Card
749,95,2023-07-26,Completed,Wallet
750,495,2023-01-26,Cancelled,Debit Card
751,349,2023-07-14,Completed,Wallet
752,795,2023-11-14,Completed,Debit Card
753,529,2023-04-11,Completed,Debit Card
754,471,2023-02-07,Completed,Wallet
755,5,2023-04-29,Completed,Credit Card
756,90,2024-08-31,Completed,Net Banking
757,106,2023-02-17,Cancelled,UPI
758,592,2023-01-24,Completed,Debit Card
759,206,2023-11-25,Completed,UPI
760,546,2023-10-11,Completed,Net Banking
761,121,2024-11-18,Completed,Debit Card
762,281,2023-06-11,Completed,Credit Card
763,574,2024-09-29,Cancelled,Credit Card
764,556,2023-07-31,Completed,Wallet
765,278,2023-11-23,Completed,UPI
766,251,2024-08-10,Completed,Credit Card
767,628,2023-11-15,Completed,Wallet
768,52,2024-03-30,Completed,Credit Card
769,692,2024-04-27,Completed,Credit Card
770,56,2024-01-28,Completed,Net Banking
771,184,2024-02-06,Cancelled,Wallet
772,707,2024-10-06,Completed,Wallet
773,320,2023-12-31,Completed,Debit Card
774,547,2024-11-17,Completed,Net Banking
775,135,2024-08-04,Completed,Net Banking
776,467,2023-04-10,Completed,Net Banking
777,238,2024-04-26,Completed,Debit Card
778,265,2024-09-23,Completed,Net Banking
779,717,2023-07-07,Completed,UPI
780,500,2024-04-09,Completed,Credit Card
781,116,2024-05-01,Completed,Net Banking
782,175,2024-04-17,Completed,UPI
783,589,2024-09-10,Completed,Wallet
784,416,2023-04-16,Completed,UPI
785,666,2024-07-23,Completed,UPI
786,473,2024-06-29,Completed,Wallet
787,245,2024-02-28,Cancelled,Debit Card
788,163,2024-07-15,Completed,Net Banking
789,349,2023-03-09,Completed,Wallet
790,446,2024-03-17,Cancelled,UPI
791,711,2024-07-11,Completed,Debit Card
792,686,2024-11-09,Completed,Wallet
793,118,2024-05-13,Cancelled,Wallet
794,334,2024-04-19,Cancelled,Credit Card
795,181,2024-03-31,Completed,Net Banking
796,613,2023-03-13,Completed,Wallet
797,336,2024-01-24,Completed,Credit Card
798,223,2023-04-03,Completed,Wallet
799,1,2024-10-13,Completed,Debit Card
800,545,2024-04-08,Completed,Net Banking
801,592,2024-09-22,Completed,Debit Card
802,698,2023-07-30,Completed,UPI
803,696,2024-08-06,Completed,Net Banking
804,92,2023-12-19,Cancelled,Credit Card
805,523,2024-09-18,Completed,Debit Card
806,64,2023-10-29,Completed,Wallet
807,1,2023-02-24,Cancelled,UPI
808,289,2023-04-23,Completed,Debit Card
809,720,2024-03-18,Cancelled,Net Banking
810,326,2024-10-02,Completed,Net Banking
811,446,2024-01-26,Cancelled,Debit Card
812,178,2024-11-09,Completed,Debit Card
813,569,2023-07-12,Completed,UPI
814,158,2024-03-03,Completed,Debit Card
815,12,2023-05-18,Completed,Credit Card
816,739,2023-05-28,Completed,Net Banking
817,87,2023-05-20,Completed,Net Banking
818,713,2024-04-11,Cancelled,Net Banking
819,185,2024-09-30,Completed,Wallet
820,566,2024-03-10,Completed,Net Banking
821,232,2023-12-30,Completed,Net Banking
822,8,2024-09-11,Cancelled,Net Banking
823,730,2023-08-31,Cancelled,UPI
824,560,2024-02-25,Cancelled,UPI
825,39,2023-02-04,Cancelled,Net Banking
826,116,2024-01-13,Cancelled,Net Banking
827,146,2023-03-23,Cancelled,UPI
828,530,2024-04-21,Completed,Wallet
829,91,2024-09-16,Completed,Net Banking
830,760,2024-10-07,Completed,Wallet
831,320,2024-08-16,Cancelled,Credit Card
832,548,2023-12-18,Completed,Net Banking
833,525,2024-04-09,Completed,Wallet
834,432,2023-12-06,Completed,UPI
835,172,2023-10-24,Completed,Wallet
836,745,2023-11-08,Cancelled,UPI
837,645,2023-03-04,Completed,Wallet
838,587,2023-06-23,Completed,UPI
839,28,2024-10-01,Completed,Net Banking
840,130,2023-03-26,Cancelled,Credit Card
841,259,2023-10-12,Completed,Wallet
842,282,2023-10-15,Completed,Credit Card
843,619,2023-04-25,Completed,Wallet
844,675,2023-06-04,Completed,UPI
845,268,2023-06-29,Completed,Net Banking
846,541,2023-07-05,Completed,UPI
847,149,2023-03-28,Cancelled,Debit Card
848,771,2024-05-22,Completed,Net Banking
849,677,2023-09-01,Completed,Debit Card
850,592,2023-08-04,Completed,Credit Card
851,271,2024-10-19,Completed,Credit Card
852,476,2023-06-21,Completed,Net Banking
853,488,2023-11-05,Cancelled,Debit Card
854,700,2024-01-24,Completed,Net Banking
855,149,2023-09-26,Cancelled,Net Banking
856,296,2023-01-13,Completed,Net Banking
857,324,2024-11-25,Cancelled,Credit Card
858,545,2023-04-10,Completed,Net Banking
859,668,2024-09-17,Completed,UPI
860,274,2023-10-04,Completed,UPI
861,599,2024-11-01,Completed,Net Banking
862,768,2024-11-22,Completed,Wallet
863,533,2023-07-19,Completed,Debit Card
864,561,2023-11-17,Completed,Credit Card
865,13,2023-03-11,Completed,Credit Card
866,107,2024-06-21,Completed,UPI
867,743,2023-08-13,Completed,UPI
868,35,2023-07-17,Completed,Wallet
869,59,2023-04-05,Cancelled,Debit Card
870,654,2024-09-05,Completed,Credit Card
871,620,2023-03-30,Completed,Net Banking
872,783,2024-11-03,Cancelled,Debit Card
873,713,2023-04-24,Completed,UPI
874,479,2023-10-29,Completed,Net Banking
875,788,2023-10-11,Completed,UPI
876,166,2023-09-21,Completed,UPI
877,392,2023-03-05,Completed,UPI
878,265,2023-03-03,Completed,Debit Card
879,72,2024-03-27,Completed,Debit Card
880,403,2024-09-16,Completed,Net Banking
881,148,2023-04-22,Cancelled,Net Banking
882,629,2023-08-12,Completed,Net Banking
883,106,2023-09-23,Completed,Credit Card
884,586,2023-03-14,Completed,Net Banking
885,510,2023-01-20,Completed,Credit Card
886,681,2023-02-08,Completed,UPI
887,717,2023-06-05,Completed,Net Banking
888,4,2024-08-11,Cancelled,Net Banking
889,447,2024-05-04,Completed,Credit Card
890,232,2024-07-07,Completed,Net Banking
891,125,2024-05-08,Cancelled,Wallet
892,342,2024-01-03,Completed,Net Banking
893,648,2023-02-26,Completed,UPI
894,349,2024-07-01,Completed,Net Banking
895,664,2023-10-24,Completed,Debit Card
896,41,2024-07-21,Completed,Debit Card
897,713,2023-11-03,Completed,Credit Card
898,706,2024-10-07,Completed,Net Banking
899,648,2023-03-28,Completed,Debit Card
900,37,2023-05-24,Completed,Credit Card
901,245,2024-08-30,Completed,Net Banking
902,554,2023-03-06,Completed,Net Banking
903,461,2024-06-30,Completed,Credit Card
904,58,2023-12-14,Completed,Credit Card
905,122,2024-02-20,Completed,Wallet
906,695,2024-04-14,Cancelled,Debit Card
907,239,2024-08-16,Completed,Credit Card
908,501,2023-05-25,Completed,Net Banking
909,47,2024-09-25,Completed,Debit Card
910,177,2023-01-15,Completed,UPI
911,468,2023-04-10,Cancelled,Debit Card
912,66,2024-08-28,Completed,Credit Card
913,610,2024-05-24,Cancelled,Debit Card
914,208,2023-03-06,Completed,UPI
915,412,2024-11-25,Completed,Credit Card
916,590,2024-12-01,Cancelled,Debit Card
917,219,2023-11-26,Completed,Wallet
918,344,2023-06-27,Completed,Credit Card
919,145,2023-10-08,Completed,Debit Card
920,567,2024-01-14,Completed,Net Banking
921,596,2023-09-07,Completed,Debit Card
922,648,2023-04-13,Cancelled,Net Banking
923,17,2023-06-11,Completed,Credit Card
924,8,2023-01-07,Completed,Credit Card
925,608,2024-10-29,Completed,Net Banking
926,709,2024-05-02,Completed,Debit Card
927,656,2023-05-27,Completed,Wallet
928,422,2024-04-06,Completed,Debit Card
929,709,2024-09-17,Completed,Wallet
930,735,2023-07-04,Completed,Wallet
931,643,2023-04-01,Completed,UPI
932,5,2024-03-04,Cancelled,Debit Card
933,121,2023-07-16,Cancelled,Credit Card
934,371,2024-09-25,Cancelled,Wallet
935,476,2023-08-13,Completed,UPI
936,199,2023-02-24,Completed,Debit Card
937,510,2024-04-30,Completed,Debit Card
938,45,2024-11-17,Completed,UPI
939,215,2023-10-19,Completed,UPI
940,632,2023-12-09,Completed,Credit Card
941,759,2023-04-17,Completed,Wallet
942,162,2023-06-30,Completed,Net Banking
943,119,2024-06-11,Completed,Debit Card
944,607,2024-03-31,Cancelled,UPI
945,204,2024-03-05,Completed,Debit Card
946,334,2023-04-23,Completed,Credit Card
947,756,2023-08-31,Completed,Debit Card
948,226,2024-01-20,Completed,Net Banking
949,497,2024-08-22,Completed,Net Banking
950,222,2023-05-29,Cancelled,Net Banking
951,397,2023-07-02,Completed,Debit Card
952,738,2024-04-13,Completed,UPI
953,208,2023-10-04,Completed,Debit Card
954,709,2023-02-02,Cancelled,Credit Card
955,140,2023-10-15,Completed,Net Banking
956,429,2024-04-14,Completed,UPI
957,303,2023-08-14,Cancelled,Debit Card
958,627,2024-10-15,Completed,Wallet
959,236,2024-07-20,Completed,Net Banking
960,501,2024-06-18,Completed,Wallet
961,474,2024-04-29,Completed,Credit Card
962,754,2024-03-14,Completed,Debit Card
963,445,2023-12-02,Cancelled,Debit Card
964,153,2024-08-28,Cancelled,Credit Card
965,46,2024-03-03,Completed,Net Banking
966,35,2024-05-31,Completed,Wallet
967,491,2024-02-08,Completed,Net Banking
968,247,2024-05-22,Completed,Wallet
969,710,2023-01-13,Completed,Debit Card
970,368,2023-05-16,Completed,Debit Card
971,93,2024-10-25,Completed,Net Banking
972,313,2024-11-16,Completed,Net Banking
973,766,2024-08-07,Cancelled,Credit Card
974,475,2024-04-10,Completed,Net Banking
975,380,2023-07-09,Completed,Credit Card
976,73,2024-10-04,Completed,UPI
977,34,2024-06-27,Completed,Net Banking
978,715,2023-10-04,Cancelled,Wallet
979,213,2024-08-12,Completed,Wallet
980,754,2023-12-10,Completed,Wallet
981,373,2024-11-21,Completed,Credit Card
982,375,2024-01-28,Completed,Wallet
983,375,2023-02-11,Completed,Debit Card
984,573,2024-10-25,Completed,Wallet
985,142,2023-07-29,Completed,Debit Card
986,117,2024-07-06,Completed,Wallet
987,772,2023-08-03,Completed,UPI
988,274,2023-12-28,Cancelled,Net Banking
989,56,2023-10-11,Completed,UPI
990,464,2023-12-20,Completed,Wallet
991,126,2024-06-23,Completed,Wallet
992,546,2024-11-25,Completed,Net Banking
993,377,2024-09-27,Completed,Debit Card
994,90,2024-04-13,Completed,Net Banking
995,296,2023-07-03,Completed,Credit Card
996,283,2023-06-18,Completed,Debit Card
997,155,2024-05-23,Completed,Wallet
998,24,2024-10-04,Completed,Net Banking
999,555,2024-11-29,Completed,Net Banking
1000,431,2023-12-22,Completed,Credit Card
1001,194,2023-10-26,Completed,Credit Card
1002,533,2023-08-26,Completed,Net Banking
1003,352,2024-08-15,Completed,Net Banking
1004,682,2024-08-30,Cancelled,Wallet
1005,469,2024-03-31,Completed,Wallet
1006,314,2023-05-16,Completed,UPI
1007,496,2023-08-21,Completed,UPI
1008,152,2023-02-18,Completed,UPI
1009,171,2024-04-11,Cancelled,Debit Card
1010,293,2024-07-02,Completed,Debit Card
1011,158,2024-11-13,Completed,Debit Card
1012,43,2023-04-30,Completed,Wallet
1013,452,2023-05-10,Completed,UPI
1014,211,2023-07-08,Cancelled,Credit Card
1015,325,2024-11-12,Completed,Debit Card
1016,460,2024-01-17,Cancelled,Debit Card
1017,309,2024-06-30,Completed,Credit Card
1018,512,2024-02-19,Completed,Net Banking
1019,160,2023-11-24,Completed,Wallet
1020,340,2024-06-03,Completed,Net Banking
1021,773,2023-10-24,Cancelled,Debit Card
1022,747,2024-08-01,Completed,UPI
1023,750,2023-04-26,Completed,Credit Card
1024,695,2023-05-23,Cancelled,Credit Card
1025,26,2023-11-12,Completed,Wallet
1026,457,2023-08-14,Completed,Credit Card
1027,57,2023-12-01,Cancelled,Debit Card
1028,540,2024-08-20,Completed,UPI
1029,24,2023-07-20,Completed,Wallet
1030,694,2024-04-01,Completed,Wallet
1031,200,2024-02-08,Completed,UPI
1032,620,2024-09-09,Cancelled,Credit Card
1033,370,2024-11-13,Completed,Debit Card
1034,379,2024-03-13,Completed,UPI
1035,292,2023-01-13,Completed,UPI
1036,457,2023-11-12,Cancelled,Credit Card
1037,746,2023-08-09,Completed,Net Banking
1038,296,2024-03-29,Completed,Net Banking
1039,143,2024-02-29,Cancelled,Wallet
1040,148,2023-03-30,Completed,UPI
1041,538,2024-05-01,Completed,Credit Card
1042,775,2024-08-27,Completed,Credit Card
1043,420,2023-01-07,Completed,Net Banking
1044,570,2023-06-29,Completed,Wallet
1045,205,2023-05-21,Completed,Net Banking
1046,568,2023-10-24,Completed,Credit Card
1047,600,2023-11-06,Completed,Net Banking
1048,758,2024-07-26,Completed,Debit Card
1049,3,2023-01-28,Completed,UPI
1050,656,2023-11-04,Completed,Credit Card
1051,682,2024-10-31,Completed,Net Banking
1052,504,2023-07-03,Completed,Credit Card
1053,784,2023-05-03,Completed,Net Banking
1054,614,2023-03-10,Completed,Wallet
1055,580,2024-05-07,Completed,UPI
1056,703,2024-10-05,Completed,Credit Card
1057,525,2024-01-18,Cancelled,Credit Card
1058,167,2023-09-23,Cancelled,Credit Card
1059,328,2023-05-30,Completed,Debit Card
1060,168,2024-01-01,Completed,UPI
1061,430,2024-01-05,Completed,Credit Card
1062,299,2023-10-24,Cancelled,Credit Card
1063,199,2024-06-10,Completed,Credit Card
1064,771,2024-09-05,Completed,Wallet
1065,324,2023-11-27,Completed,UPI
1066,99,2024-01-07,Cancelled,Wallet
1067,148,2023-12-27,Completed,Debit Card
1068,289,2024-06-14,Completed,Net Banking
1069,349,2024-02-26,Completed,Credit Card
1070,159,2023-08-12,Cancelled,Debit Card
1071,573,2023-07-12,Cancelled,Wallet
1072,730,2024-06-28,Cancelled,Credit Card
1073,472,2024-03-03,Completed,Credit Card
1074,18,2023-05-15,Completed,UPI
1075,708,2023-11-16,Completed,Debit Card
1076,612,2024-03-28,Cancelled,UPI
1077,727,2023-06-26,Completed,Credit Card
1078,228,2023-05-02,Completed,Debit Card
1079,315,2023-08-21,Completed,Debit Card
1080,81,2023-05-14,Completed,Credit Card
1081,20,2023-03-21,Completed,Net Banking
1082,202,2023-02-13,Completed,Credit Card
1083,526,2024-11-06,Cancelled,Credit Card
1084,122,2024-04-25,Completed,Credit Card
1085,309,2023-03-09,Completed,Credit Card
1086,617,2023-05-07,Completed,Wallet
1087,190,2023-07-24,Completed,Credit Card
1088,150,2023-04-03,Completed,Wallet
1089,361,2023-12-23,Completed,Wallet
1090,248,2024-09-19,Cancelled,Wallet
1091,102,2023-03-11,Cancelled,Credit Card
1092,223,2024-06-25,Completed,UPI
1093,773,2023-06-25,Cancelled,Credit Card
1094,220,2023-04-12,Cancelled,Net Banking
1095,715,2024-01-11,Cancelled,Debit Card
1096,690,2024-03-26,Completed,Debit Card
1097,389,2023-12-30,Completed,Debit Card
1098,234,2024-06-10,Completed,Credit Card
1099,127,2023-11-18,Completed,Credit Card
1100,140,2024-06-16,Completed,UPI
1101,571,2023-10-23,Completed,Credit Card
1102,506,2023-12-02,Completed,Net Banking
1103,468,2023-10-18,Cancelled,UPI
1104,232,2024-03-30,Cancelled,Net Banking
1105,439,2023-10-25,Completed,Credit Card
1106,696,2024-05-02,Completed,Debit Card
1107,691,2023-01-14,Completed,Credit Card
1108,449,2024-02-10,Cancelled,Credit Card
1109,147,2023-05-03,Completed,Net Banking
1110,105,2024-08-27,Completed,Credit Card
1111,204,2024-01-08,Completed,Debit Card
1112,414,2024-09-01,Completed,Debit Card
1113,743,2024-03-10,Completed,UPI
1114,608,2024-08-18,Completed,Net Banking
1115,488,2023-12-31,Cancelled,Net Banking
1116,524,2024-05-11,Completed,Debit Card
1117,111,2024-04-10,Completed,UPI
1118,510,2024-05-16,Completed,Debit Card
1119,102,2023-01-31,Completed,Credit Card
1120,695,2024-05-25,Completed,Debit Card
1121,620,2024-01-27,Completed,Debit Card
1122,637,2023-11-07,Cancelled,Credit Card
1123,677,2023-03-20,Cancelled,Net Banking
1124,207,2024-04-22,Completed,Net Banking
1125,517,2024-05-17,Completed,Wallet
1126,554,2023-12-18,Cancelled,Credit Card
1127,441,2023-02-02,Completed,Net Banking
1128,323,2024-04-05,Completed,Net Banking
1129,37,2024-04-15,Completed,Debit Card
1130,676,2024-07-24,Completed,Debit Card
1131,442,2024-05-18,Completed,UPI
1132,500,2024-02-03,Completed,Wallet
1133,503,2024-11-22,Cancelled,Wallet
1134,482,2024-08-08,Completed,Wallet
1135,519,2023-06-10,Completed,Net Banking
1136,507,2023-09-27,Cancelled,Net Banking
1137,693,2024-09-23,Completed,UPI
1138,63,2023-11-25,Completed,Wallet
1139,132,2023-02-16,Completed,UPI
1140,28,2024-08-20,Completed,Net Banking
1141,439,2023-04-10,Completed,UPI
1142,360,2024-02-26,Completed,Debit Card
1143,241,2023-09-11,Completed,Wallet
1144,705,2023-03-28,Completed,UPI
1145,346,2023-04-28,Completed,Credit Card
1146,334,2024-07-05,Completed,Net Banking
1147,433,2024-11-04,Cancelled,Wallet
1148,274,2024-03-07,Completed,Net Banking
1149,23,2024-08-25,Completed,Net Banking
1150,400,2024-08-07,Completed,Wallet
1151,501,2023-04-11,Completed,Debit Card
1152,509,2023-12-11,Cancelled,UPI
1153,630,2023-06-20,Completed,UPI
1154,207,2024-03-22,Completed,Credit Card
1155,220,2024-07-02,Completed,UPI
1156,305,2023-02-18,Cancelled,Net Banking
1157,640,2023-08-20,Completed,Wallet
1158,607,2023-04-08,Completed,UPI
1159,581,2023-03-10,Cancelled,Net Banking
1160,215,2024-03-13,Completed,Credit Card
1161,310,2024-10-29,Cancelled,UPI
1162,680,2024-03-19,Cancelled,UPI
1163,425,2023-07-24,Completed,UPI
1164,528,2024-10-01,Completed,Wallet
1165,20,2023-07-04,Cancelled,Debit Card
1166,512,2024-08-13,Completed,Net Banking
1167,654,2023-10-02,Cancelled,Wallet
1168,580,2024-03-20,Completed,Wallet
1169,374,2023-07-25,Completed,Debit Card
1170,155,2023-09-04,Completed,Net Banking
1171,327,2024-02-25,Completed,Debit Card
1172,274,2024-02-27,Completed,Debit Card
1173,704,2023-09-20,Cancelled,Debit Card
1174,245,2024-02-20,Completed,Debit Card
1175,29,2023-07-16,Completed,UPI
1176,498,2024-04-20,Cancelled,Net Banking
1177,663,2024-03-08,Completed,Debit Card
1178,280,2023-06-13,Completed,Credit Card
1179,285,2023-09-22,Cancelled,Debit Card
1180,44,2024-10-21,Completed,Credit Card
1181,86,2023-02-26,Completed,Wallet
1182,66,2023-11-02,Completed,UPI
1183,674,2024-11-18,Completed,Net Banking
1184,242,2023-05-24,Completed,Wallet
1185,124,2024-05-27,Cancelled,Wallet
1186,258,2024-06-21,Completed,Credit Card
1187,615,2023-09-01,Completed,UPI
1188,599,2023-12-04,Completed,Debit Card
1189,224,2024-03-09,Completed,Credit Card
1190,220,2023-06-29,Completed,Net Banking
1191,261,2024-02-23,Cancelled,Credit Card
1192,547,2024-05-17,Completed,Credit Card
1193,559,2023-11-21,Completed,Net Banking
1194,253,2024-11-30,Completed,Debit Card
1195,487,2024-01-07,Completed,UPI
1196,661,2023-01-22,Cancelled,Credit Card
1197,56,2024-11-09,Completed,UPI
1198,394,2024-07-19,Completed,UPI
1199,548,2023-05-05,Completed,Net Banking
1200,9,2024-02-02,Completed,UPI
1201,93,2023-11-05,Completed,UPI
1202,165,2023-08-04,Completed,UPI
1203,417,2024-10-21,Completed,UPI
1204,799,2023-03-24,Completed,Net Banking
1205,341,2024-02-27,Completed,Credit Card
1206,716,2023-06-14,Completed,Wallet
1207,361,2023-03-09,Completed,Wallet
1208,756,2024-07-14,Completed,Net Banking
1209,781,2023-01-29,Completed,Debit Card
1210,455,2024-10-07,Completed,Credit Card
1211,205,2024-02-15,Completed,UPI
1212,85,2024-08-12,Completed,Debit Card
1213,529,2023-09-13,Completed,Wallet
1214,328,2024-02-25,Completed,Net Banking
1215,267,2023-05-17,Completed,Wallet
1216,289,2023-12-02,Completed,Credit Card
1217,377,2024-02-29,Completed,Net Banking
1218,585,2024-01-22,Completed,Credit Card
1219,572,2023-01-24,Cancelled,Debit Card
1220,474,2023-04-02,Completed,UPI
1221,51,2023-06-22,Completed,Wallet
1222,615,2024-03-15,Completed,Debit Card
1223,377,2023-04-02,Completed,Wallet
1224,15,2023-05-01,Cancelled,Net Banking
1225,690,2024-04-09,Completed,Credit Card
1226,731,2023-08-18,Completed,Debit Card
1227,295,2023-09-30,Completed,Net Banking
1228,442,2023-05-14,Completed,Wallet
1229,290,2023-08-09,Completed,Net Banking
1230,419,2023-07-04,Completed,Credit Card
1231,269,2023-10-25,Completed,Wallet
1232,255,2024-04-06,Completed,Wallet
1233,663,2024-12-01,Completed,Credit Card
1234,481,2023-01-11,Completed,UPI
1235,704,2024-02-12,Completed,Net Banking
1236,754,2024-03-09,Cancelled,UPI
1237,98,2023-03-16,Cancelled,Credit Card
1238,341,2023-02-23,Completed,Net Banking
1239,621,2023-12-29,Cancelled,Credit Card
1240,260,2023-01-06,Cancelled,Wallet
1241,310,2024-01-26,Completed,UPI
1242,573,2023-05-16,Completed,Wallet
1243,267,2023-07-03,Completed,Wallet
1244,348,2024-05-19,Completed,Debit Card
1245,325,2023-04-02,Cancelled,Net Banking
1246,267,2023-05-26,Completed,UPI
1247,131,2023-02-15,Completed,UPI
1248,441,2024-01-05,Completed,UPI
1249,780,2024-09-19,Completed,Wallet
1250,447,2023-11-17,Completed,UPI
1251,783,2024-05-18,Completed,Wallet
1252,652,2024-11-04,Completed,Credit Card
1253,153,2023-07-13,Completed,Debit Card
1254,37,2023-07-07,Completed,UPI
1255,723,2023-06-17,Completed,Net Banking
1256,507,2023-04-29,Completed,Net Banking
1257,727,2024-01-01,Cancelled,Net Banking
1258,505,2024-04-13,Completed,Debit Card
1259,358,2023-05-07,Completed,Debit Card
1260,185,2023-10-18,Completed,Wallet
1261,577,2023-10-07,Cancelled,Debit Card
1262,5,2024-08-20,Cancelled,Wallet
1263,427,2023-07-04,Completed,Debit Card
1264,694,2024-05-25,Completed,UPI
1265,292,2023-01-27,Completed,Net Banking
1266,605,2024-01-18,Completed,UPI
1267,30,2023-06-07,Completed,Net Banking
1268,492,2024-11-06,Completed,UPI
1269,674,2024-08-31,Completed,UPI
1270,672,2023-02-14,Cancelled,Net Banking
1271,750,2023-11-29,Cancelled,Debit Card
1272,50,2023-08-05,Completed,UPI
1273,762,2023-02-26,Completed,Wallet
1274,391,2024-09-08,Completed,Net Banking
1275,183,2023-09-19,Completed,Net Banking
1276,22,2023-04-02,Completed,Debit Card
1277,799,2024-02-02,Completed,UPI
1278,771,2024-10-24,Completed,Credit Card
1279,503,2023-11-02,Completed,UPI
1280,135,2024-09-09,Completed,Credit Card
1281,525,2024-01-12,Completed,Net Banking
1282,398,2024-04-01,Completed,UPI
1283,615,2024-07-30,Completed,Credit Card
1284,378,2024-03-08,Cancelled,Debit Card
1285,646,2024-03-20,Completed,Credit Card
1286,526,2023-02-11,Completed,Net Banking
1287,230,2024-11-23,Completed,Net Banking
1288,645,2024-06-23,Cancelled,Credit Card
1289,480,2023-10-25,Completed,Credit Card
1290,308,2024-05-04,Completed,Debit Card
1291,308,2024-12-01,Completed,Wallet
1292,303,2024-03-13,Cancelled,Credit Card
1293,79,2024-07-18,Completed,Wallet
1294,523,2023-04-21,Completed,Net Banking
1295,476,2023-04-07,Cancelled,UPI
1296,261,2023-12-30,Cancelled,Credit Card
1297,17,2024-05-30,Completed,Net Banking
1298,187,2023-07-03,Completed,Credit Card
1299,427,2023-03-27,Completed,UPI
1300,742,2024-08-24,Completed,Net Banking
1301,272,2024-09-30,Completed,Debit Card
1302,190,2023-08-05,Completed,Wallet
1303,690,2023-09-23,Completed,Net Banking
1304,19,2024-07-01,Completed,Net Banking
1305,14,2023-04-30,Completed,Net Banking
1306,709,2024-04-16,Completed,Wallet
1307,311,2024-05-13,Cancelled,Wallet
1308,708,2024-01-05,Completed,UPI
1309,129,2023-03-31,Completed,Credit Card
1310,115,2023-07-15,Completed,Debit Card
1311,215,2023-01-28,Completed,Debit Card
1312,248,2024-10-27,Completed,Wallet
1313,89,2023-07-15,Completed,Net Banking
1314,486,2023-06-01,Completed,Credit Card
1315,171,2023-04-30,Completed,Net Banking
1316,483,2024-05-11,Completed,Net Banking
1317,249,2024-08-22,Completed,UPI
1318,402,2024-08-06,Completed,UPI
1319,106,2023-01-09,Completed,Net Banking
1320,755,2024-05-22,Cancelled,Wallet
1321,298,2024-07-21,Completed,Net Banking
1322,498,2024-02-14,Cancelled,Wallet
1323,695,2024-09-18,Completed,Debit Card
