transaction_id,user_id,merchant_id,amount,status,transaction_time
7690,1973,36,115.9,approved,2024-01-26 13:35:00
7691,1829,52,118.5,approved,2024-01-23 11:27:00
7692,1487,95,109.22,declined,2024-04-16 15:57:00
7693,1935,87,49.22,approved,2024-01-28 15:25:00
7694,422,57,97.12,approved,2024-01-26 22:11:00
7695,1377,36,22.0,approved,2024-05-18 11:02:00
7696,671,2,9.77,approved,2024-04-25 22:01:00
7697,241,67,18.8,declined,2024-02-26 15:28:00
7698,1074,14,64.31,approved,2024-05-20 11:25:00
7699,1288,77,474.56,approved,2024-03-26 18:18:00
7700,476,85,150.62,approved,2024-03-20 18:50:00
7701,612,106,13.91,approved,2024-01-23 17:32:00
7702,1109,96,123.33,approved,2024-04-21 01:17:00
7703,931,20,84.77,approved,2024-01-13 19:35:00
7704,1803,97,25.6,approved,2024-06-14 18:03:00
7705,1475,44,44.82,approved,2024-06-08 07:57:00
7706,558,6,23.07,approved,2024-03-10 10:48:00
7707,1717,115,186.02,approved,2024-02-16 12:05:00
7708,232,81,21.89,approved,2024-03-25 22:16:00
7709,873,75,241.06,approved,2024-01-31 15:59:00
7710,1795,91,256.78,approved,2024-05-05 20:56:00
7711,1773,102,38.3,approved,2024-03-29 17:03:00
7712,1554,38,60.3,approved,2024-02-10 21:26:00
7713,1071,14,17.99,approved,2024-01-17 02:58:00
7714,1499,78,92.64,approved,2024-06-23 17:08:00
7715,1227,111,33.81,approved,2024-03-07 00:00:00
7716,495,112,15.7,approved,2024-06-03 17:33:00
7717,1362,64,104.59,approved,2024-06-01 07:38:00
7718,1437,56,79.59,approved,2024-03-17 18:19:00
7719,117,82,10.02,approved,2024-01-20 03:34:00
7720,1772,99,610.35,approved,2024-02-21 00:13:00
7721,1726,93,61.48,approved,2024-05-13 08:05:00
7722,565,116,33.61,approved,2024-02-15 19:33:00
7723,1312,66,182.16,approved,2024-02-29 20:40:00
7724,860,86,89.33,approved,2024-06-01 05:50:00
7725,515,46,129.33,declined,2024-01-16 03:02:00
7726,27,13,135.04,approved,2024-05-09 19:33:00
7727,1651,63,185.66,approved,2024-02-14 04:33:00
7728,1200,64,294.45,approved,2024-02-10 07:15:00
7729,1211,56,22.35,approved,2024-05-01 04:10:00
7730,545,14,11.25,approved,2024-05-22 03:53:00
7731,1693,91,14.85,declined,2024-03-29 19:30:00
7732,1149,78,38.09,approved,2024-06-01 10:42:00
7733,1159,49,72.76,approved,2024-04-20 10:23:00
7734,1063,112,70.92,approved,2024-06-17 10:26:00
7735,1368,49,175.64,approved,2024-01-08 15:56:00
7736,1233,14,33.04,approved,2024-04-17 11:14:00
7737,1717,102,7.79,approved,2024-04-26 23:54:00
7738,1954,13,24.74,approved,2024-04-14 18:56:00
7739,195,16,31.95,approved,2024-06-24 23:42:00
7740,1565,31,273.99,approved,2024-03-06 15:55:00
7741,1189,87,37.39,approved,2024-05-09 03:00:00
7742,1851,78,22.92,approved,2024-03-17 19:00:00
7743,1670,51,32.37,approved,2024-05-10 18:15:00
7744,1525,6,71.48,declined,2024-03-04 05:23:00
7745,1326,101,241.29,approved,2024-03-21 03:27:00
7746,1746,59,81.29,approved,2024-04-14 08:58:00
7747,1769,67,88.55,approved,2024-01-07 18:51:00
7748,1926,52,239.1,approved,2024-05-28 00:45:00
7749,1650,81,6.81,approved,2024-05-15 12:16:00
7750,1593,56,85.83,approved,2024-05-01 19:12:00
7751,1860,4,78.83,approved,2024-02-09 07:53:00
7752,1162,24,177.65,approved,2024-01-05 09:29:00
7753,1292,43,73.52,approved,2024-01-18 23:40:00
7754,599,118,351.95,approved,2024-03-16 00:41:00
7755,1643,4,15.08,approved,2024-05-12 17:18:00
7756,936,109,312.54,approved,2024-06-11 04:35:00
7757,520,46,50.21,approved,2024-05-28 23:30:00
7758,1399,45,124.88,declined,2024-03-05 03:33:00
7759,1994,32,60.29,approved,2024-02-20 08:37:00
7760,914,101,195.63,approved,2024-01-09 16:50:00
7761,665,59,182.74,approved,2024-05-07 06:26:00
7762,1301,34,70.57,approved,2024-05-19 22:06:00
7763,1626,21,81.56,declined,2024-02-08 02:47:00
7764,1144,99,246.48,approved,2024-06-06 04:36:00
7765,1121,83,22.01,approved,2024-02-28 14:19:00
7766,1517,52,58.53,approved,2024-05-17 03:18:00
7767,714,100,63.86,declined,2024-05-28 10:50:00
7768,353,109,335.02,approved,2024-03-31 23:49:00
7769,1755,12,172.97,declined,2024-03-01 18:14:00
7770,721,79,156.62,approved,2024-04-07 23:35:00
7771,1516,104,154.22,approved,2024-06-01 05:34:00
7772,1979,30,85.59,approved,2024-02-27 14:57:00
7773,1698,40,14.87,approved,2024-01-19 10:34:00
7774,1873,93,86.65,approved,2024-01-17 11:06:00
7775,1310,52,44.12,declined,2024-02-26 23:11:00
7776,1274,64,163.55,approved,2024-04-26 09:54:00
7777,382,97,317.17,approved,2024-03-10 16:01:00
7778,415,34,100.11,approved,2024-06-04 19:48:00
7779,1449,63,199.15,approved,2024-03-04 19:46:00
7780,691,104,31.47,approved,2024-03-20 16:38:00
7781,1835,47,45.03,approved,2024-05-17 09:38:00
7782,327,22,69.72,approved,2024-02-28 18:09:00
7783,33,15,54.87,approved,2024-02-04 13:12:00
7784,1192,40,79.85,approved,2024-06-14 10:44:00
7785,1037,90,49.93,declined,2024-04-26 22:17:00
7786,1148,38,9.71,approved,2024-05-17 18:22:00
7787,1147,69,75.09,approved,2024-02-02 09:17:00
7788,816,80,25.35,approved,2024-05-06 15:16:00
7789,156,26,67.91,approved,2024-01-17 23:54:00
7790,186,92,47.96,approved,2024-04-18 20:34:00
7791,1874,113,41.59,approved,2024-04-30 17:31:00
7792,829,110,34.59,approved,2024-02-17 22:40:00
7793,299,92,17.42,approved,2024-03-02 22:11:00
7794,1092,46,111.54,approved,2024-03-13 05:27:00
7795,273,118,7.1,approved,2024-03-11 03:08:00
7796,213,109,25.41,approved,2024-06-23 01:09:00
7797,1508,105,160.27,approved,2024-06-08 13:19:00
7798,1818,103,27.16,declined,2024-02-23 12:07:00
7799,1257,73,191.82,approved,2024-06-25 17:15:00
7800,169,42,65.43,approved,2024-02-10 22:16:00
7801,907,106,85.88,approved,2024-01-08 10:08:00
7802,504,71,115.63,approved,2024-01-29 05:15:00
7803,1368,36,173.55,approved,2024-01-05 19:09:00
7804,1013,29,79.01,approved,2024-05-31 16:30:00
7805,1424,29,34.63,approved,2024-02-14 15:57:00
7806,1793,29,47.74,approved,2024-03-21 03:56:00
7807,1327,104,31.54,approved,2024-02-09 07:34:00
7808,298,2,74.9,approved,2024-02-24 00:42:00
7809,500,3,15.37,approved,2024-06-05 02:36:00
7810,1254,62,204.74,approved,2024-06-01 12:58:00
7811,899,54,187.52,approved,2024-04-11 06:36:00
7812,1129,73,89.69,approved,2024-02-04 23:54:00
7813,845,24,143.94,approved,2024-06-03 08:33:00
7814,1063,75,44.09,approved,2024-03-13 17:57:00
7815,1285,74,150.37,approved,2024-06-10 18:22:00
7816,1848,50,42.22,approved,2024-05-15 22:47:00
7817,536,91,123.82,approved,2024-05-25 01:15:00
7818,746,103,83.26,declined,2024-05-25 22:47:00
7819,540,56,43.64,approved,2024-03-08 09:33:00
7820,747,116,20.84,approved,2024-06-17 11:35:00
7821,1919,31,46.88,approved,2024-02-28 06:46:00
7822,1107,46,32.65,approved,2024-01-15 00:35:00
7823,1963,89,15.36,approved,2024-01-25 11:36:00
7824,659,111,204.4,approved,2024-05-30 15:10:00
7825,1439,32,25.03,approved,2024-05-24 19:50:00
7826,1103,75,158.61,approved,2024-01-24 10:34:00
7827,198,118,28.49,approved,2024-05-22 18:18:00
7828,1040,91,62.14,approved,2024-03-27 14:31:00
7829,1097,41,79.25,approved,2024-01-20 01:54:00
7830,1654,106,77.08,declined,2024-04-19 23:18:00
7831,467,93,84.11,approved,2024-03-04 09:55:00
7832,1470,90,75.74,approved,2024-04-27 09:53:00
7833,2000,71,65.79,approved,2024-05-29 11:20:00
7834,459,60,25.93,approved,2024-02-18 23:51:00
7835,1177,108,91.65,approved,2024-01-10 16:26:00
7836,943,80,51.1,approved,2024-03-20 17:05:00
7837,1019,76,159.93,approved,2024-03-20 09:43:00
7838,133,22,89.96,approved,2024-01-05 00:37:00
7839,1147,58,56.21,approved,2024-04-11 18:17:00
7840,1332,8,46.4,approved,2024-06-12 01:59:00
7841,712,62,119.69,approved,2024-06-06 22:30:00
7842,1447,19,115.85,approved,2024-01-12 14:38:00
7843,1397,46,13.35,approved,2024-01-12 21:47:00
7844,1956,93,150.21,approved,2024-02-20 06:15:00
7845,1167,33,79.49,approved,2024-06-21 11:02:00
7846,1837,94,25.3,approved,2024-01-06 00:29:00
7847,1462,77,200.38,approved,2024-03-30 08:22:00
7848,883,91,33.9,approved,2024-05-19 03:33:00
7849,1931,18,6.92,approved,2024-06-28 12:48:00
7850,812,28,360.42,approved,2024-04-30 11:27:00
7851,926,40,187.21,approved,2024-04-08 00:17:00
7852,1428,87,57.54,declined,2024-02-25 11:05:00
7853,677,30,52.42,approved,2024-04-13 17:44:00
7854,1636,113,119.79,approved,2024-04-02 11:17:00
7855,1938,53,60.94,approved,2024-01-27 06:09:00
7856,1570,70,16.72,approved,2024-06-27 10:27:00
7857,1396,76,180.84,approved,2024-02-27 05:53:00
7858,1767,1,31.01,approved,2024-06-25 17:52:00
7859,1249,7,81.66,approved,2024-05-09 15:16:00
7860,1546,46,60.94,approved,2024-04-16 22:35:00
7861,246,100,55.38,approved,2024-06-26 22:07:00
7862,146,79,63.81,approved,2024-01-12 13:59:00
7863,1085,53,32.48,approved,2024-05-12 23:04:00
7864,331,94,51.24,approved,2024-02-05 10:18:00
7865,510,77,110.96,approved,2024-05-20 20:29:00
7866,1555,23,55.98,approved,2024-06-01 03:24:00
7867,372,4,38.31,approved,2024-04-28 05:18:00
7868,1903,64,44.3,approved,2024-05-12 15:35:00
7869,245,43,23.33,approved,2024-01-17 05:18:00
7870,193,52,210.29,approved,2024-04-14 11:51:00
7871,1436,88,108.03,approved,2024-03-11 12:47:00
7872,1649,53,78.01,approved,2024-03-10 09:53:00
7873,1427,61,17.6,approved,2024-01-26 05:09:00
7874,1736,44,231.22,approved,2024-02-03 07:29:00
7875,197,40,11.45,approved,2024-03-05 15:42:00
7876,364,91,26.21,approved,2024-03-19 08:16:00
7877,1801,33,170.83,approved,2024-03-31 23:08:00
7878,186,24,78.6,approved,2024-02-17 10:09:00
7879,823,26,21.94,approved,2024-02-11 06:12:00
7880,720,83,230.73,approved,2024-04-25 05:39:00
7881,168,44,16.34,approved,2024-03-23 05:37:00
7882,1540,13,226.73,approved,2024-04-05 08:48:00
7883,528,3,37.45,approved,2024-06-09 01:43:00
7884,1242,8,38.84,approved,2024-06-27 18:28:00
7885,1141,8,30.41,approved,2024-05-04 06:48:00
7886,765,13,38.07,approved,2024-01-31 16:14:00
7887,4,68,71.84,approved,2024-01-03 06:57:00
7888,10,42,10.1,approved,2024-03-11 01:00:00
7889,628,4,29.78,declined,2024-05-25 15:25:00
7890,1854,73,40.69,approved,2024-04-12 13:22:00
7891,768,110,8.39,approved,2024-01-13 15:09:00
7892,1958,23,20.77,approved,2024-02-04 07:29:00
7893,1304,80,155.17,approved,2024-03-31 16:40:00
7894,373,69,73.98,approved,2024-02-09 18:05:00
7895,1999,45,45.66,approved,2024-01-18 15:38:00
7896,1787,88,25.82,approved,2024-06-15 03:16:00
7897,317,77,144.2,approved,2024-03-09 02:45:00
7898,1176,23,25.28,approved,2024-06-11 06:44:00
7899,903,91,58.23,approved,2024-06-03 00:06:00
7900,1802,99,23.97,declined,2024-02-02 07:28:00
7901,1040,20,127.45,approved,2024-05-28 05:59:00
7902,1678,57,70.4,approved,2024-01-06 12:33:00
7903,1275,5,40.88,approved,2024-06-19 06:21:00
7904,1101,114,37.05,approved,2024-06-23 09:42:00
7905,1626,16,27.46,approved,2024-05-26 22:43:00
7906,1914,40,40.65,approved,2024-06-19 05:13:00
7907,597,14,16.76,approved,2024-03-04 13:02:00
7908,1399,24,54.88,approved,2024-04-17 10:12:00
7909,1062,22,50.41,approved,2024-06-12 21:10:00
7910,205,64,364.37,approved,2024-02-05 03:55:00
7911,1236,20,122.11,approved,2024-04-21 15:04:00
7912,1885,44,47.7,approved,2024-06-19 17:23:00
7913,932,119,158.68,approved,2024-04-29 20:58:00
7914,1123,107,165.08,approved,2024-03-11 18:53:00
7915,1606,58,89.69,approved,2024-06-20 20:26:00
7916,239,86,44.11,approved,2024-04-10 22:28:00
7917,135,44,57.3,approved,2024-02-14 19:45:00
7918,749,19,34.49,approved,2024-02-13 14:10:00
7919,1967,105,61.35,approved,2024-03-30 08:11:00
7920,386,102,23.35,approved,2024-03-14 14:20:00
7921,86,46,133.64,approved,2024-01-11 16:07:00
7922,1878,118,29.27,approved,2024-03-28 11:00:00
7923,1661,108,177.73,approved,2024-06-14 14:24:00
7924,1351,91,11.2,approved,2024-05-17 08:56:00
7925,1719,76,8.0,approved,2024-01-18 23:34:00
7926,1737,67,206.06,approved,2024-01-17 13:22:00
7927,1359,84,126.65,approved,2024-02-28 08:31:00
7928,1868,68,36.02,approved,2024-04-12 11:46:00
7929,1178,90,90.62,approved,2024-04-06 20:01:00
7930,1069,51,54.77,approved,2024-05-17 19:02:00
7931,1119,83,192.02,approved,2024-02-06 13:53:00
7932,579,42,110.51,approved,2024-01-25 15:54:00
7933,918,98,79.23,approved,2024-02-06 01:15:00
7934,600,81,6.65,approved,2024-03-18 14:37:00
7935,828,56,215.8,approved,2024-03-09 15:25:00
7936,169,63,154.56,approved,2024-01-05 08:07:00
7937,1007,14,74.53,approved,2024-02-28 12:43:00
7938,1150,62,31.91,approved,2024-04-20 23:39:00
7939,797,40,35.21,approved,2024-03-31 14:06:00
7940,1611,99,52.98,approved,2024-02-22 06:46:00
7941,1579,88,43.44,approved,2024-05-07 05:32:00
7942,113,68,13.48,approved,2024-05-31 07:49:00
7943,86,25,126.16,approved,2024-06-21 08:32:00
7944,183,40,214.53,approved,2024-06-11 09:36:00
7945,1204,96,146.86,approved,2024-06-12 21:22:00
7946,1170,70,129.9,approved,2024-02-01 13:24:00
7947,1313,41,16.26,approved,2024-05-14 13:51:00
7948,99,69,53.19,approved,2024-01-06 02:10:00
7949,97,39,100.1,declined,2024-03-11 01:39:00
7950,386,46,13.87,approved,2024-06-24 12:35:00
7951,1102,7,295.69,approved,2024-05-29 23:00:00
7952,1691,88,44.05,approved,2024-06-08 01:16:00
7953,889,95,174.66,approved,2024-04-02 13:07:00
7954,1074,109,7.36,approved,2024-02-02 10:57:00
7955,1042,48,55.96,approved,2024-05-03 23:55:00
7956,1432,6,170.65,approved,2024-06-14 18:44:00
7957,440,13,161.22,approved,2024-03-24 05:41:00
7958,1946,24,99.32,declined,2024-06-11 10:45:00
7959,454,92,80.72,approved,2024-02-28 07:27:00
7960,150,92,442.44,approved,2024-02-07 01:34:00
7961,1015,27,151.64,approved,2024-04-13 23:22:00
7962,1312,79,92.75,approved,2024-01-03 20:07:00
7963,93,119,65.75,approved,2024-03-10 10:44:00
7964,422,116,15.9,approved,2024-05-05 11:59:00
7965,239,119,40.07,approved,2024-02-22 20:57:00
7966,10,116,20.74,approved,2024-02-13 18:16:00
7967,1351,105,44.14,approved,2024-06-15 14:45:00
7968,1703,43,84.19,approved,2024-06-28 04:55:00
7969,363,50,181.06,approved,2024-05-30 11:20:00
7970,468,48,65.17,approved,2024-06-16 00:59:00
7971,1716,52,5.11,approved,2024-01-09 03:32:00
7972,320,19,140.34,approved,2024-04-18 23:59:00
7973,505,80,5.28,approved,2024-05-01 16:51:00
7974,529,113,97.13,approved,2024-06-16 21:03:00
7975,866,88,91.68,declined,2024-04-13 20:43:00
7976,1455,111,27.79,approved,2024-06-13 05:16:00
7977,1283,40,21.49,approved,2024-02-07 07:07:00
7978,1926,113,39.86,declined,2024-04-28 22:28:00
7979,1509,117,105.32,approved,2024-02-19 15:04:00
7980,839,89,17.92,approved,2024-01-02 20:41:00
7981,852,106,32.95,approved,2024-03-16 07:13:00
7982,773,36,51.59,approved,2024-06-02 09:31:00
7983,1846,25,76.05,approved,2024-05-28 16:19:00
7984,1596,63,70.96,approved,2024-02-16 03:13:00
7985,1230,2,79.69,approved,2024-04-24 01:22:00
7986,1419,51,63.85,approved,2024-01-08 14:37:00
7987,1426,99,8.64,approved,2024-03-22 18:16:00
7988,264,85,51.96,approved,2024-05-05 12:28:00
7989,457,10,317.53,approved,2024-04-26 01:42:00
7990,235,15,98.81,approved,2024-01-29 22:20:00
7991,1848,102,62.35,approved,2024-03-29 22:26:00
7992,137,24,18.7,approved,2024-04-07 17:55:00
7993,671,22,10.83,approved,2024-06-20 18:13:00
7994,1516,33,113.41,approved,2024-06-22 21:50:00
7995,1395,92,122.89,approved,2024-06-18 09:56:00
7996,1424,51,133.45,approved,2024-02-21 20:20:00
7997,1099,37,97.32,approved,2024-02-21 19:53:00
7998,1753,73,47.0,approved,2024-02-17 14:30:00
7999,223,98,166.49,approved,2024-01-22 17:40:00
8000,809,106,84.86,declined,2024-06-10 05:14:00
8001,1811,26,94.77,approved,2024-06-21 23:31:00
8002,178,72,18.22,approved,2024-06-03 02:12:00
8003,1020,26,44.73,approved,2024-01-24 03:22:00
8004,1062,5,132.89,approved,2024-03-26 08:54:00
8005,981,14,225.02,approved,2024-01-21 06:44:00
8006,469,5,196.59,approved,2024-05-31 15:50:00
8007,795,24,73.21,approved,2024-01-16 05:17:00
8008,1562,89,28.76,approved,2024-05-26 19:15:00
8009,139,31,141.3,approved,2024-03-20 08:41:00
8010,1261,48,30.81,approved,2024-03-20 18:07:00
8011,1513,19,133.1,declined,2024-03-21 11:13:00
8012,1223,99,11.67,approved,2024-01-08 11:21:00
8013,1358,120,201.75,approved,2024-04-01 16:20:00
8014,1571,25,104.77,approved,2024-05-19 21:50:00
8015,431,93,52.01,approved,2024-02-27 21:01:00
8016,90,73,118.39,approved,2024-01-03 14:05:00
8017,1943,20,29.54,approved,2024-03-03 03:22:00
8018,1761,33,69.9,approved,2024-06-16 19:34:00
8019,360,45,147.2,approved,2024-03-25 02:39:00
8020,411,116,173.93,approved,2024-04-27 06:16:00
8021,116,51,47.94,approved,2024-03-10 04:23:00
8022,314,38,11.8,approved,2024-04-02 00:58:00
8023,131,29,37.04,approved,2024-02-03 11:44:00
8024,1285,25,64.01,approved,2024-03-02 03:31:00
8025,1348,93,139.16,approved,2024-03-20 21:27:00
8026,52,112,128.36,approved,2024-03-21 04:42:00
8027,143,108,6.57,approved,2024-02-14 17:48:00
8028,1233,68,113.17,approved,2024-02-22 09:26:00
8029,1141,21,291.9,approved,2024-01-27 02:21:00
8030,1121,41,15.49,approved,2024-01-11 07:47:00
8031,229,88,21.34,approved,2024-01-12 20:33:00
8032,840,67,300.79,approved,2024-04-07 06:16:00
8033,36,80,64.17,approved,2024-05-11 03:50:00
8034,348,93,11.14,approved,2024-06-18 19:28:00
8035,659,48,88.28,approved,2024-01-07 23:54:00
8036,294,116,84.7,approved,2024-01-19 21:28:00
8037,1402,30,10.36,approved,2024-01-02 01:47:00
8038,781,1,44.67,approved,2024-04-12 10:31:00
8039,120,105,27.29,approved,2024-03-11 13:07:00
8040,1575,73,55.92,approved,2024-01-22 18:43:00
8041,1756,29,255.63,approved,2024-05-18 17:59:00
8042,1287,5,74.8,approved,2024-04-12 14:34:00
8043,1118,10,84.99,approved,2024-01-04 14:28:00
8044,1329,106,35.24,approved,2024-06-14 19:23:00
8045,976,120,112.27,declined,2024-04-14 00:53:00
8046,1321,50,83.89,approved,2024-02-21 10:07:00
8047,1405,79,9.49,approved,2024-03-11 09:48:00
8048,921,117,206.91,approved,2024-05-16 04:21:00
8049,487,88,18.46,approved,2024-03-30 07:17:00
8050,1255,33,130.71,approved,2024-03-03 19:58:00
8051,1304,59,78.37,approved,2024-03-28 05:20:00
8052,1883,116,50.75,declined,2024-01-28 21:04:00
8053,931,69,22.37,approved,2024-06-09 02:21:00
8054,738,29,49.58,approved,2024-01-27 06:55:00
8055,588,82,33.25,approved,2024-05-13 01:41:00
8056,358,50,250.3,approved,2024-02-16 19:46:00
8057,1807,21,34.62,approved,2024-03-08 00:09:00
8058,1516,3,62.94,approved,2024-03-19 14:17:00
8059,1650,39,81.54,declined,2024-01-27 05:04:00
8060,88,59,32.63,approved,2024-03-15 16:56:00
8061,1456,113,5.37,approved,2024-04-08 13:50:00
8062,1745,30,52.4,approved,2024-06-28 18:24:00
8063,824,17,67.8,approved,2024-06-01 22:36:00
8064,1284,46,122.56,approved,2024-02-07 21:12:00
8065,1929,52,30.2,declined,2024-03-17 15:59:00
8066,1810,54,6.03,approved,2024-03-24 20:18:00
8067,1503,58,43.4,approved,2024-03-21 19:23:00
8068,1951,50,32.57,approved,2024-03-25 09:08:00
8069,745,44,6.22,approved,2024-02-29 08:21:00
8070,1363,52,104.25,approved,2024-01-25 05:35:00
8071,1482,68,173.27,approved,2024-02-07 11:39:00
8072,504,28,70.03,approved,2024-05-09 17:21:00
8073,392,73,5.88,approved,2024-02-05 10:13:00
8074,1942,112,140.61,approved,2024-05-12 18:23:00
8075,1351,101,67.62,approved,2024-04-22 15:54:00
8076,745,116,21.01,approved,2024-03-25 08:31:00
8077,1123,111,37.16,approved,2024-05-19 01:51:00
8078,1623,53,8.42,approved,2024-03-09 05:35:00
8079,1319,40,32.95,approved,2024-02-08 20:51:00
8080,805,19,39.72,approved,2024-03-26 14:28:00
8081,223,70,43.34,approved,2024-04-28 17:40:00
8082,927,39,376.32,approved,2024-06-13 16:35:00
8083,1706,100,67.28,approved,2024-06-07 09:34:00
8084,1278,53,88.82,approved,2024-01-10 06:19:00
8085,409,28,9.13,approved,2024-03-02 11:21:00
8086,1130,114,335.7,approved,2024-01-29 12:43:00
8087,1351,50,65.01,approved,2024-06-19 14:20:00
8088,1060,56,15.41,approved,2024-02-02 19:48:00
8089,1932,57,33.24,approved,2024-01-05 08:08:00
8090,1422,27,46.69,approved,2024-03-11 06:19:00
8091,1163,86,68.1,approved,2024-02-01 08:58:00
8092,560,96,6.57,approved,2024-05-03 21:43:00
8093,1154,99,123.77,approved,2024-01-29 08:56:00
8094,1314,52,191.48,approved,2024-04-14 16:30:00
8095,1602,103,19.96,approved,2024-02-06 00:14:00
8096,309,53,20.39,approved,2024-02-27 14:46:00
8097,960,32,58.88,approved,2024-06-07 00:28:00
8098,1513,17,199.88,approved,2024-05-18 19:56:00
8099,1908,63,68.17,approved,2024-02-27 13:33:00
8100,1251,120,16.59,approved,2024-05-18 23:18:00
8101,1255,68,139.41,approved,2024-05-13 20:39:00
8102,1287,113,59.59,approved,2024-01-07 10:14:00
8103,1385,13,39.45,approved,2024-05-23 06:17:00
8104,134,11,13.39,approved,2024-01-04 21:47:00
8105,18,118,5.13,approved,2024-06-05 23:13:00
8106,1781,7,32.53,approved,2024-03-01 08:22:00
8107,1747,12,114.57,approved,2024-02-27 00:48:00
8108,1908,116,113.06,approved,2024-03-05 22:25:00
8109,416,96,31.47,approved,2024-01-28 09:59:00
8110,1962,28,14.79,approved,2024-02-25 23:45:00
8111,1722,9,140.7,approved,2024-03-07 01:42:00
8112,1277,117,205.47,approved,2024-02-27 10:26:00
8113,1195,116,32.07,approved,2024-05-30 18:41:00
8114,915,61,14.93,approved,2024-03-02 15:27:00
8115,1441,23,80.03,approved,2024-02-22 17:53:00
8116,622,13,36.97,approved,2024-05-26 01:27:00
8117,1151,21,156.82,approved,2024-06-12 23:43:00
8118,1804,20,36.45,approved,2024-01-30 17:16:00
8119,851,16,89.72,approved,2024-04-06 21:40:00
8120,1865,80,200.05,approved,2024-03-15 13:55:00
8121,325,72,83.5,approved,2024-04-10 13:07:00
8122,1288,61,195.24,approved,2024-05-07 09:44:00
8123,576,89,17.54,approved,2024-06-03 08:56:00
8124,1851,32,256.5,approved,2024-06-26 16:45:00
8125,233,85,47.39,approved,2024-06-21 02:31:00
8126,301,117,25.79,declined,2024-03-21 23:48:00
8127,199,97,50.12,declined,2024-01-08 04:02:00
8128,278,113,50.08,declined,2024-03-10 08:23:00
8129,969,49,37.72,approved,2024-03-27 19:31:00
8130,350,99,246.28,approved,2024-01-04 15:10:00
8131,1201,89,95.55,approved,2024-06-28 19:38:00
8132,1676,47,56.43,approved,2024-06-18 11:20:00
8133,904,75,27.05,approved,2024-04-14 02:42:00
8134,373,58,95.09,approved,2024-06-11 17:53:00
8135,41,63,31.59,approved,2024-06-21 07:46:00
8136,1376,73,15.69,approved,2024-03-03 14:12:00
8137,1814,44,112.57,approved,2024-06-28 19:49:00
8138,175,114,33.5,approved,2024-03-08 08:24:00
8139,142,23,49.16,approved,2024-01-25 13:34:00
8140,1279,39,49.99,approved,2024-05-03 07:29:00
8141,807,118,10.69,approved,2024-01-28 05:06:00
8142,228,120,267.33,approved,2024-05-23 23:47:00
8143,1967,86,182.05,approved,2024-02-05 21:16:00
8144,1970,82,21.81,approved,2024-02-28 09:09:00
8145,599,92,10.85,approved,2024-05-24 07:43:00
8146,1944,101,7.06,approved,2024-01-16 02:57:00
8147,727,78,8.67,approved,2024-06-28 01:17:00
8148,1638,64,141.7,approved,2024-01-03 21:42:00
8149,1274,115,68.73,declined,2024-04-17 11:09:00
8150,856,22,5.45,approved,2024-03-07 11:39:00
8151,1744,33,32.76,approved,2024-02-04 22:57:00
8152,1052,36,178.3,approved,2024-06-27 18:34:00
8153,1066,116,43.66,approved,2024-06-15 17:44:00
8154,49,63,20.96,approved,2024-02-27 23:50:00
8155,1856,22,61.67,approved,2024-01-10 11:14:00
8156,1330,31,7.76,approved,2024-05-07 12:35:00
8157,628,34,66.21,approved,2024-03-22 17:24:00
8158,887,44,50.99,declined,2024-01-08 08:45:00
8159,559,96,43.88,approved,2024-05-18 07:27:00
8160,1345,59,54.83,approved,2024-04-30 01:00:00
8161,165,43,5.97,approved,2024-04-10 08:33:00
8162,65,17,45.01,approved,2024-06-07 18:00:00
8163,1898,80,33.73,approved,2024-01-02 22:39:00
8164,1505,74,236.61,approved,2024-01-04 11:56:00
8165,620,49,92.35,approved,2024-02-06 08:15:00
8166,1853,61,144.81,approved,2024-03-10 04:19:00
8167,796,5,146.56,approved,2024-05-06 13:45:00
8168,1377,35,7.06,declined,2024-05-06 20:36:00
8169,769,43,261.82,approved,2024-03-07 18:32:00
8170,1645,66,402.68,approved,2024-06-04 09:33:00
8171,1606,55,63.28,approved,2024-03-15 03:03:00
8172,1449,44,76.89,approved,2024-01-25 02:12:00
8173,1932,45,411.69,approved,2024-05-10 21:52:00
8174,536,71,149.59,approved,2024-02-05 02:48:00
8175,1002,37,10.93,approved,2024-02-18 13:06:00
8176,171,117,91.26,approved,2024-03-22 21:31:00
8177,1882,86,90.73,approved,2024-01-16 10:28:00
8178,1650,86,45.48,approved,2024-06-15 06:27:00
8179,653,111,31.51,approved,2024-04-02 14:56:00
8180,1835,15,287.08,approved,2024-01-05 04:31:00
8181,1661,17,190.16,declined,2024-05-26 18:27:00
8182,1561,14,197.25,approved,2024-02-14 05:30:00
8183,153,23,125.73,approved,2024-03-08 23:21:00
8184,134,20,12.97,approved,2024-04-14 02:42:00
8185,1642,31,7.53,declined,2024-05-21 18:57:00
8186,179,111,94.21,approved,2024-01-14 17:28:00
8187,20,93,17.19,approved,2024-01-03 10:45:00
8188,1509,104,71.25,approved,2024-03-03 02:26:00
8189,1783,117,48.29,approved,2024-04-22 09:43:00
8190,145,20,35.26,approved,2024-04-16 02:05:00
8191,1283,112,5.7,approved,2024-06-25 10:06:00
8192,944,81,37.13,approved,2024-06-07 23:56:00
8193,678,101,83.26,approved,2024-05-01 01:09:00
8194,217,79,78.86,approved,2024-01-23 04:55:00
8195,116,91,64.15,approved,2024-01-26 06:03:00
